"R0000100","R0173600","R0214900","R0406300","R0618800","R0898500","R1144700","R1519900","R1890600","R2257700","R2445100","R2870600","R3074300","R3401000"
166,1,1,1,1,1,1,1,1,1,1,1,1,1
167,5,1,3,1,1,3,3,4,4,1,2,4,1
168,3,3,5,5,-5,5,5,-5,-5,-5,-5,-5,-5
169,7,5,7,-5,-5,7,5,4,-5,3,-5,-5,-5
170,5,1,5,-5,1,1,1,1,1,1,1,1,1
171,1,5,3,2,1,1,1,1,1,5,1,1,1
172,6,6,7,7,7,7,4,4,4,7,7,4,6
173,1,7,1,-5,-5,1,1,2,1,-5,1,1,1
174,8,3,1,3,1,2,1,1,1,1,1,1,1
175,5,2,-5,7,2,1,7,7,4,-5,-5,1,2
176,5,1,1,1,6,1,1,1,1,1,1,1,1
177,1,1,1,1,1,1,1,7,1,7,1,1,1
178,1,1,1,1,1,1,1,1,1,1,1,1,2
179,5,1,1,1,1,1,3,1,1,1,1,1,1
180,5,3,4,1,1,4,4,4,1,1,1,1,1
181,1,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
182,1,5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
183,5,7,1,1,1,1,1,2,1,1,4,4,4
184,5,1,1,1,1,3,1,1,1,1,1,1,1
185,1,5,5,5,1,1,3,1,1,3,1,1,1
186,5,1,1,1,1,1,3,1,1,1,3,1,1
187,1,1,3,5,5,1,1,1,1,1,1,1,1
188,5,1,1,1,1,1,1,-5,3,4,4,4,3
189,1,1,1,1,1,1,1,1,1,1,1,2,1
190,5,3,5,1,1,5,1,1,1,1,5,7,1
191,1,5,3,3,5,1,1,3,3,1,1,3,7
192,5,5,5,1,1,1,1,2,3,1,1,1,1
193,1,1,1,1,1,1,1,1,1,1,1,2,1
194,1,5,5,5,5,1,5,1,1,1,1,3,1
195,1,2,5,5,5,1,1,1,1,1,1,2,1
196,1,5,5,5,5,1,5,5,5,1,5,1,1
197,5,3,3,1,7,3,3,1,1,1,3,1,4
198,1,5,1,1,1,1,1,1,1,1,1,1,1
199,1,1,3,1,1,2,1,2,1,2,1,1,-5
200,5,1,1,1,1,7,4,4,4,4,4,4,1
201,1,1,1,3,3,1,1,1,1,1,1,1,1
202,1,1,3,1,3,1,1,-5,-5,1,1,1,1
203,8,1,1,1,1,1,1,-5,-5,-5,-5,-5,1
204,8,3,7,-5,-5,4,-5,-5,-5,4,3,4,1
205,8,4,4,4,4,5,4,4,4,4,4,4,4
206,1,3,1,-5,1,2,-5,-5,1,-5,-5,-5,-5
207,1,3,3,1,1,1,1,1,1,1,1,3,1
208,6,7,7,7,4,7,4,4,4,-5,4,4,1
209,1,1,1,1,1,1,1,1,1,1,1,1,3
210,1,5,1,-5,1,1,1,1,1,1,1,1,1
211,5,5,3,3,1,5,1,1,1,1,1,1,1
212,1,3,1,1,1,1,1,1,1,1,1,1,2
213,1,1,1,1,5,5,5,5,1,1,1,1,1
214,1,1,5,1,1,1,1,1,1,1,1,3,1
215,1,1,1,1,1,1,1,1,2,2,1,-5,-5
216,5,3,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
217,1,5,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
218,1,1,1,1,1,1,1,1,1,1,1,1,1
219,5,1,1,5,1,2,1,1,1,1,1,2,1
220,5,1,1,1,1,5,1,1,1,1,1,1,1
221,7,5,5,3,3,7,7,3,4,4,5,3,4
222,3,7,1,7,7,3,3,3,3,1,1,3,1
223,3,1,5,1,1,1,1,1,1,1,1,1,1
224,7,4,4,4,4,4,4,-5,4,1,5,4,1
225,4,1,1,5,1,1,1,1,1,1,1,1,1
226,4,5,-5,1,3,7,4,7,1,1,1,3,4
227,7,7,4,7,4,3,5,4,4,1,1,1,4
228,8,7,4,-5,1,3,4,4,4,4,4,4,4
229,5,5,1,3,1,1,1,1,1,1,1,1,1
230,1,5,5,5,5,5,3,1,1,1,1,1,1
231,5,1,1,1,1,2,1,1,1,1,1,1,4
232,1,1,1,5,5,1,1,1,1,1,1,1,1
233,1,1,1,1,1,7,1,3,1,1,1,1,1
234,2,3,1,1,3,7,3,1,1,1,3,-5,1
235,1,5,1,1,1,1,1,1,1,1,1,1,1
236,5,5,1,5,1,1,1,1,1,1,1,1,1
237,5,3,3,4,3,3,1,1,1,1,1,4,4
238,6,7,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
239,6,3,1,7,4,4,4,4,4,4,4,4,4
240,6,1,3,2,1,1,1,3,3,3,1,2,1
241,2,1,1,3,3,1,1,1,1,1,1,1,-5
242,5,1,1,1,1,1,1,1,1,1,1,1,1
243,1,1,1,1,1,1,1,1,1,2,1,1,1
244,5,1,4,4,1,1,1,7,1,1,1,1,1
245,5,5,5,7,3,1,1,1,1,1,1,1,1
246,1,5,5,5,3,5,5,1,5,2,1,1,1
247,2,1,1,1,1,1,1,1,1,1,1,2,1
248,2,3,1,8,3,3,3,1,1,1,1,1,1
249,6,5,5,1,4,3,4,7,7,4,5,4,1
250,5,1,1,-5,-5,-5,-5,-5,-5,-5,4,1,1
251,2,5,-5,3,1,1,8,8,8,1,-5,8,8
252,6,5,-5,3,1,1,1,1,3,1,1,1,4
253,1,1,3,5,5,5,4,7,3,7,1,1,1
254,5,1,1,1,1,4,2,1,1,2,1,2,1
255,5,3,1,1,1,1,1,1,1,2,1,1,1
256,5,1,4,4,4,1,1,1,3,1,1,1,1
257,1,1,1,1,1,1,-5,-5,-5,-5,1,1,1
258,5,2,4,4,1,1,1,2,1,7,7,4,4
259,1,1,1,1,1,1,1,1,1,1,1,1,1
260,1,1,1,1,1,1,1,1,1,1,1,1,1
261,1,5,1,1,1,1,1,1,1,1,1,1,1
262,5,1,1,1,1,1,1,1,1,1,2,-5,1
263,1,3,1,1,1,1,3,1,1,1,1,1,1
264,5,1,1,-5,1,3,1,1,-5,1,1,1,1
265,5,5,5,5,5,5,5,1,1,1,1,1,1
266,2,3,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
267,1,3,1,3,3,3,-5,-5,-5,-5,-5,-5,-5
268,1,1,3,2,1,3,1,3,3,1,1,1,3
269,2,5,5,1,1,1,1,1,1,1,1,1,1
270,1,1,5,3,1,1,1,1,1,1,-5,-5,-5
271,5,1,1,1,1,1,3,1,1,1,1,1,1
272,5,1,2,1,3,1,1,4,4,4,4,4,4
273,1,5,3,1,7,1,1,1,1,1,1,1,1
274,2,1,1,7,1,1,1,1,1,1,1,1,1
275,6,1,1,2,1,1,1,1,1,1,1,1,3
276,5,1,1,1,1,2,1,1,1,1,1,2,1
277,1,1,1,1,1,1,1,1,3,1,1,1,1
278,5,3,2,1,1,1,1,1,1,2,1,1,1
279,1,3,3,1,3,3,1,1,1,1,1,1,1
280,5,1,5,1,1,1,1,1,1,1,3,-5,-5
281,1,1,1,1,1,1,1,1,1,1,1,1,1
282,5,5,1,1,1,1,1,1,1,1,1,1,1
283,4,1,3,1,3,3,1,1,1,1,1,1,2
284,4,1,1,2,2,6,5,1,1,1,1,1,1
285,8,1,1,1,1,1,1,1,1,1,1,1,1
286,8,5,5,3,5,5,5,2,1,1,1,1,1
287,5,1,3,4,3,3,1,4,1,1,1,1,1
288,5,7,4,7,4,7,7,4,4,4,4,4,4
289,5,5,4,1,4,4,4,4,4,4,4,4,4
290,8,5,4,4,4,4,4,6,4,7,3,3,1
291,3,3,3,7,3,3,1,3,3,3,3,1,1
292,5,5,1,1,1,1,1,1,1,1,1,2,2
293,5,1,1,1,1,1,1,1,1,1,1,1,1
294,5,1,1,1,1,1,4,-5,-5,-5,4,4,4
295,1,5,1,8,8,8,1,7,1,1,1,2,-5
296,1,1,2,5,1,1,1,-5,-5,1,1,1,1
297,5,4,1,1,1,1,1,1,1,1,1,1,1
298,8,5,5,5,5,1,1,3,1,1,1,-5,1
299,4,3,5,5,3,7,1,1,1,3,1,3,1
300,4,3,7,7,3,7,7,7,7,-5,3,-5,7
301,4,5,3,8,8,8,8,8,1,1,1,1,1
302,4,5,3,7,1,1,1,1,7,3,1,1,1
303,4,5,5,5,3,3,7,3,1,7,1,1,1
304,4,5,3,5,5,3,3,7,7,7,1,7,7
305,8,5,5,3,1,-5,-5,-5,-5,-5,-5,-5,-5
306,3,1,3,3,3,1,1,1,3,1,1,1,1
307,5,2,1,1,1,1,1,1,1,1,1,1,1
308,1,1,1,1,1,1,7,7,1,1,1,-5,1
309,1,1,1,1,1,1,1,1,1,1,1,1,1
310,1,2,1,1,3,1,1,1,1,1,1,1,1
311,1,7,5,5,5,1,1,1,1,1,1,1,1
312,5,7,7,3,1,4,4,1,1,4,4,1,3
313,1,7,5,3,3,1,1,1,1,1,1,1,2
314,5,1,-5,1,7,7,4,4,4,-5,3,4,4
315,1,5,1,1,1,1,1,1,1,1,7,3,7
316,1,1,3,1,3,1,3,1,1,1,1,1,1
317,1,5,3,5,1,1,1,1,1,1,1,1,1
318,1,3,1,1,1,1,1,1,1,1,1,1,1
319,5,1,5,5,1,1,7,1,1,-5,1,1,1
320,1,1,2,5,1,5,1,-5,1,2,2,1,2
321,5,1,1,1,1,1,5,1,1,1,1,1,1
322,5,1,1,1,1,1,1,1,1,1,4,4,1
323,1,1,1,1,1,3,3,1,1,1,1,1,1
324,1,7,3,7,7,7,7,7,7,1,1,7,7
325,1,5,5,5,3,1,5,5,3,1,1,7,7
326,5,5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
327,5,1,1,5,5,1,1,1,1,1,1,1,1
328,4,3,-5,-5,-5,-5,7,3,7,-5,-5,-5,-5
329,4,4,5,3,1,3,3,1,3,-5,-5,-5,-5
330,4,1,1,1,-5,1,1,1,3,3,7,1,3
331,4,3,1,3,1,3,3,7,1,6,3,1,1
332,4,1,1,1,-5,1,1,1,1,3,1,1,2
333,7,1,1,1,1,1,1,1,1,1,2,1,1
334,3,4,3,5,3,7,6,1,7,-5,7,-5,-5
335,7,3,1,1,1,1,7,1,1,1,1,6,4
336,3,5,1,5,-5,1,1,2,7,7,7,6,7
337,3,1,8,8,8,8,3,3,1,3,1,1,1
338,7,1,7,4,3,5,1,1,2,1,1,1,1
339,7,1,4,7,4,4,4,1,7,4,4,1,3
340,7,3,5,5,7,4,4,1,1,1,4,4,4
341,5,5,1,1,1,1,1,1,1,1,1,1,-5
342,1,5,5,5,5,5,5,1,1,1,1,1,1
343,7,3,1,3,1,1,1,1,1,1,4,4,2
344,5,1,1,1,1,1,1,1,1,1,1,1,4
345,7,3,5,3,1,1,1,1,5,1,-5,-5,-5
346,1,5,3,1,2,1,1,1,1,1,1,1,1
347,5,2,5,1,1,1,1,1,1,1,1,4,3
348,1,1,1,1,1,1,1,1,1,1,1,1,1
349,1,1,1,1,1,1,1,1,1,1,1,1,1
350,1,5,1,1,5,1,5,1,1,1,1,1,1
351,1,1,1,1,1,1,1,1,1,1,1,1,1
352,5,5,1,1,1,1,1,1,2,1,1,1,1
353,1,1,1,1,1,1,1,1,1,1,6,1,2
354,5,1,1,1,1,1,1,1,1,1,1,2,1
355,1,1,5,5,1,1,3,1,1,1,6,1,1
356,1,1,1,3,1,1,3,1,1,1,1,1,1
357,1,1,5,3,3,1,1,1,1,1,1,1,1
358,1,5,1,5,5,5,5,1,-5,1,1,1,1
359,5,3,3,1,1,5,1,5,1,1,1,1,1
360,5,3,1,1,7,5,1,1,3,1,5,1,1
361,1,5,5,5,1,1,1,1,2,1,1,1,1
362,1,7,3,3,3,3,1,1,7,1,1,1,1
363,5,3,1,1,1,1,1,1,3,1,4,4,4
364,1,1,1,1,1,1,1,1,1,1,1,1,1
365,5,1,1,5,3,1,1,1,1,4,4,4,-5
366,1,1,1,1,5,5,5,5,3,1,1,1,1
367,5,5,5,1,1,3,1,1,1,1,1,1,1
368,7,3,5,5,5,1,1,3,1,1,1,1,1
369,5,7,5,1,1,1,1,1,1,1,1,1,1
370,5,5,5,5,1,1,1,1,1,1,1,1,1
371,5,1,1,1,1,1,-5,-5,1,1,2,4,4
372,1,1,1,1,1,1,1,1,1,1,1,1,1
373,5,1,-5,3,1,1,1,1,1,1,-5,3,4
374,5,3,1,4,1,6,4,4,4,4,7,4,1
375,1,1,1,3,1,1,1,1,1,1,-5,1,1
376,2,3,3,1,1,1,1,3,7,5,1,1,1
377,3,1,1,1,1,1,1,1,1,1,1,1,1
378,3,1,1,3,3,7,3,3,1,1,1,1,1
379,7,5,5,3,7,7,4,4,4,4,4,4,1
380,3,1,3,3,1,1,1,1,1,6,7,7,1
381,3,1,1,1,1,1,1,1,1,1,1,2,1
382,7,4,1,1,3,4,5,1,1,1,1,1,1
383,3,1,1,1,1,1,1,1,1,1,1,1,-5
384,3,5,3,3,1,1,1,1,1,1,1,1,1
385,7,1,1,1,1,1,1,1,2,1,3,1,1
386,7,7,1,1,1,1,1,1,1,1,1,1,1
387,3,5,5,5,5,3,1,1,1,1,1,1,1
388,7,1,3,5,5,3,1,1,1,1,1,2,4
389,5,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
390,7,4,3,3,3,4,3,6,7,3,3,6,6
391,7,5,5,3,4,4,2,4,4,4,1,1,1
392,1,1,1,1,1,1,1,1,1,1,1,1,1
393,1,1,1,1,1,1,1,1,1,2,1,2,1
394,3,1,1,3,3,3,7,1,3,7,7,7,7
395,7,3,5,3,3,7,1,3,4,1,1,4,6
396,3,3,3,3,3,3,1,1,1,1,1,1,1
397,7,7,7,3,3,3,2,4,4,3,4,4,4
398,3,1,1,1,1,1,1,1,-5,7,2,7,6
399,5,1,1,1,1,1,1,1,2,6,4,1,1
400,5,3,5,5,5,1,1,1,1,1,1,1,1
401,5,6,3,4,6,4,4,1,4,2,1,1,4
402,5,1,1,4,1,1,2,1,4,1,1,1,1
403,1,1,1,1,1,1,1,7,1,3,1,2,1
404,1,3,3,1,1,3,1,3,1,7,1,1,1
405,5,1,1,1,1,1,1,1,1,1,1,1,1
406,1,5,1,1,1,3,1,1,1,1,1,1,1
407,5,1,1,1,5,3,1,2,1,1,1,1,1
408,1,1,1,1,1,1,1,1,1,1,1,1,1
409,2,1,5,1,1,1,1,1,1,1,1,1,1
410,1,3,8,8,8,3,1,1,1,1,1,1,1
411,1,1,1,1,3,1,1,1,1,1,2,1,1
412,1,1,1,7,1,7,8,8,8,8,1,1,1
413,1,5,2,1,1,1,1,1,1,1,1,1,1
414,5,3,7,1,1,7,1,1,1,4,1,4,4
415,1,1,1,1,1,1,1,1,1,1,1,-5,1
416,5,1,1,1,1,1,1,1,1,1,1,4,4
417,1,1,1,1,1,1,1,1,3,1,1,1,1
418,5,5,5,1,1,3,1,1,1,1,1,3,2
419,1,5,3,-5,1,3,1,1,1,1,1,1,1
420,1,1,5,3,3,1,1,1,1,2,8,8,8
421,1,1,7,1,1,-5,1,2,1,1,2,1,1
422,1,1,1,1,1,1,1,1,5,5,1,1,1
423,5,5,1,1,3,1,1,1,1,1,2,1,1
424,1,1,1,1,1,1,1,1,1,1,1,2,1
425,5,4,4,4,4,4,4,1,4,4,1,2,3
426,4,1,1,1,1,3,1,1,1,1,1,1,1
427,5,1,-5,-5,-5,-5,-5,1,-5,2,1,-5,-5
428,5,1,1,1,1,4,4,4,4,4,1,1,4
429,1,5,7,5,1,1,1,-5,1,1,1,1,1
430,1,5,3,3,1,5,1,1,1,1,1,1,1
431,5,1,-5,1,1,1,1,1,1,1,1,1,1
432,1,1,1,3,1,1,1,1,1,2,1,1,1
433,1,1,1,2,1,1,1,1,3,1,1,1,1
434,1,1,5,5,1,1,1,1,1,1,1,1,1
435,1,3,1,1,1,1,-5,1,3,1,1,1,1
436,5,5,5,1,1,4,1,1,1,1,1,1,1
437,5,1,1,2,1,1,2,1,1,1,1,1,1
438,6,1,1,8,8,8,1,1,1,1,1,1,1
439,5,1,5,5,5,5,1,3,1,1,1,1,1
440,1,1,1,1,1,3,1,1,1,1,1,1,1
441,1,3,1,1,1,1,1,1,1,1,1,1,1
442,5,4,4,1,1,1,4,1,1,1,1,1,1
443,1,7,5,1,8,8,8,8,1,1,1,1,1
444,5,5,5,5,5,2,1,1,1,1,4,1,4
445,1,5,5,5,1,5,5,1,2,1,1,1,1
446,6,1,3,2,4,1,1,4,4,4,4,4,4
447,1,5,3,3,3,1,1,1,3,1,1,1,1
448,1,5,5,5,5,5,1,1,1,3,1,1,1
449,5,1,1,1,1,1,1,1,1,1,1,1,1
450,1,1,1,1,1,1,1,1,1,-5,-5,1,1
451,1,1,5,1,1,1,1,1,1,1,1,1,1
452,6,3,5,3,3,1,1,1,1,1,1,1,3
453,1,1,1,1,1,-5,-5,-5,-5,-5,-5,1,1
454,5,1,1,1,1,1,1,1,5,5,1,4,1
455,5,1,1,1,1,5,5,1,5,1,1,1,1
456,1,5,5,5,1,1,1,1,1,2,2,3,1
457,1,5,5,5,5,1,1,1,1,1,1,1,1
458,5,1,5,2,1,1,1,1,1,1,2,1,2
459,5,5,1,1,5,5,1,7,1,1,1,1,1
460,5,1,1,1,1,1,1,1,1,1,1,1,1
461,1,2,1,1,1,3,1,1,1,1,1,1,1
462,5,1,1,5,1,1,1,1,1,1,1,1,1
463,1,1,1,1,1,1,1,1,1,-5,1,1,1
464,1,1,1,1,1,1,1,1,1,1,1,1,1
465,5,1,1,1,1,1,1,3,1,1,1,1,1
466,1,1,1,1,1,1,1,1,-5,1,1,1,1
467,5,7,5,1,1,1,1,-5,-5,-5,-5,1,1
468,1,1,1,1,5,1,1,1,1,1,1,1,1
469,4,5,3,5,1,3,-5,6,5,3,2,-5,6
470,2,5,7,8,8,8,1,1,1,1,1,1,1
471,5,1,1,1,1,1,1,1,1,1,1,1,1
472,5,3,3,3,3,1,1,1,1,1,3,1,1
473,1,1,-5,-5,-5,3,3,7,-5,-5,7,3,1
474,5,1,5,3,1,1,1,1,1,1,1,1,1
475,5,5,3,5,5,1,4,1,1,1,1,1,1
476,5,5,5,5,5,3,3,3,1,1,2,1,4
477,1,3,3,3,3,3,1,3,3,7,1,3,1
478,6,4,4,4,4,4,1,3,4,7,4,4,2
479,1,1,1,3,1,8,8,8,8,8,1,1,1
480,1,1,1,1,1,1,1,2,1,1,1,1,1
481,1,5,5,5,7,5,1,1,1,1,1,1,1
482,1,5,5,5,5,5,3,1,1,1,1,1,1
483,1,1,1,1,1,1,1,1,1,1,1,1,1
484,1,1,2,1,1,1,3,1,1,1,1,1,1
485,5,3,7,1,3,1,1,1,1,3,1,1,4
486,1,3,3,3,1,1,1,1,1,3,1,1,2
487,5,1,7,1,7,4,3,1,1,1,1,1,1
488,1,1,1,1,1,8,8,8,8,8,8,8,8
489,1,5,3,5,1,1,3,1,1,1,1,1,-5
490,1,1,1,4,3,1,3,1,1,3,1,3,1
491,5,1,3,1,7,1,1,1,1,1,1,1,1
492,5,1,1,1,1,1,1,1,1,1,1,4,4
493,1,5,5,1,1,1,1,1,1,1,1,1,1
494,5,1,1,1,1,1,1,1,-5,1,1,1,1
495,5,1,1,1,1,1,1,1,6,4,4,4,4
496,5,3,1,1,1,1,8,8,8,8,8,8,8
497,1,1,7,1,1,1,-5,1,1,1,-5,1,-5
498,1,1,1,1,3,3,-5,1,1,1,-5,-5,1
499,5,1,1,1,4,3,4,4,1,1,1,1,1
500,5,5,3,1,1,1,1,1,1,1,-5,-5,1
501,5,5,1,3,1,1,3,1,1,2,-5,3,1
502,1,1,1,1,1,1,1,1,1,1,1,1,1
503,5,1,1,4,4,4,4,4,4,4,1,4,4
504,5,7,7,4,4,3,1,1,-5,7,1,1,4
505,1,1,1,1,1,3,1,3,1,1,1,-5,1
506,5,1,5,5,1,1,1,1,1,1,1,1,1
507,5,1,1,1,1,4,4,4,1,4,1,4,3
508,1,1,1,1,8,8,8,8,8,8,-5,8,8
509,1,5,1,1,1,1,1,1,-5,-5,-5,-5,-5
510,5,5,4,1,1,1,1,1,-5,-5,-5,-5,-5
511,1,1,3,3,5,5,3,1,1,1,1,-5,1
512,1,1,1,1,1,-5,-5,-5,-5,-5,-5,-5,-5
513,3,5,1,5,1,3,1,1,1,1,1,1,1
514,7,5,5,5,3,1,3,3,4,3,4,4,4
515,5,5,5,5,1,1,5,1,1,4,4,-5,-5
516,3,1,3,1,3,3,3,3,1,1,1,1,1
517,3,1,1,1,3,1,3,1,7,-5,1,6,7
518,3,3,5,3,3,3,3,3,7,1,7,1,7
519,7,1,5,1,5,5,3,3,3,1,4,4,4
520,3,1,1,1,1,1,1,1,1,1,1,1,1
521,3,3,1,3,1,1,1,1,1,1,1,1,1
522,7,5,1,3,1,3,4,1,1,1,1,1,1
523,3,5,5,1,3,3,3,1,1,1,1,1,1
524,3,5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
525,7,2,-5,-5,-5,1,-5,-5,-5,-5,-5,1,1
526,1,1,1,1,1,1,1,1,1,1,1,1,1
527,5,1,1,1,1,1,1,1,1,1,1,1,1
528,5,1,1,4,4,4,1,4,4,1,1,1,4
529,5,1,-5,-5,-5,4,4,4,4,-5,4,1,1
530,5,3,4,-5,4,4,4,4,1,1,3,4,1
531,1,2,2,-5,3,7,3,1,3,6,-5,2,1
532,5,4,4,4,4,4,4,4,-5,4,-5,-5,-5
533,5,1,1,1,1,1,1,1,1,1,1,1,1
534,1,5,5,3,1,1,3,1,1,1,1,1,1
535,1,3,5,5,3,3,1,1,1,1,7,7,1
536,5,1,3,1,3,3,3,1,7,1,1,1,1
537,1,3,3,3,5,5,3,1,3,1,1,1,1
538,1,1,1,2,3,1,3,1,1,1,1,1,1
539,1,1,1,1,1,1,1,1,-5,-5,-5,-5,-5
540,1,3,3,8,8,8,8,1,1,1,1,1,1
541,1,3,3,8,8,8,1,1,1,1,-5,-5,-5
542,5,6,1,1,4,4,4,4,4,4,4,4,4
543,1,1,1,2,1,1,1,1,1,1,1,1,1
544,5,1,1,1,1,1,1,1,1,1,1,1,2
545,1,1,1,1,1,1,-5,-5,-5,-5,1,1,-5
546,5,1,1,1,4,3,1,3,4,1,1,4,1
547,1,1,1,1,1,3,1,3,1,1,1,1,1
548,5,1,1,1,1,1,1,1,2,1,2,7,4
549,1,1,5,1,1,1,1,1,1,1,1,1,1
550,5,1,4,1,4,2,1,4,4,4,4,4,3
551,5,3,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
552,5,2,2,1,1,1,1,-5,-5,-5,-5,-5,4
553,1,5,2,5,1,5,1,2,1,1,1,1,1
554,1,1,5,5,5,8,8,5,5,8,8,8,-5
555,1,1,1,1,1,1,1,1,1,1,1,1,1
556,1,1,1,1,1,1,1,1,1,2,1,1,1
557,5,5,1,3,5,1,1,2,1,1,1,4,4
558,5,1,1,5,1,5,5,1,1,1,2,1,2
559,1,5,1,3,5,1,1,5,5,5,1,1,1
560,1,1,1,1,1,1,1,1,1,1,1,1,1
561,5,5,5,1,1,1,1,1,1,1,1,1,1
562,1,5,5,5,5,5,5,5,1,1,7,1,1
563,5,1,4,1,4,1,1,1,1,1,1,2,1
564,1,1,1,7,1,1,1,1,1,3,1,1,1
565,1,1,1,1,1,2,1,2,1,1,1,1,1
566,5,5,3,1,1,1,3,1,-5,1,-5,-5,-5
567,5,2,1,5,1,1,1,1,1,1,1,1,1
568,5,1,1,1,1,1,1,1,-5,-5,-5,-5,1
569,1,1,1,1,1,1,1,1,1,1,1,1,1
570,1,5,5,5,1,1,1,1,1,1,1,1,1
571,1,3,3,1,1,1,1,1,1,1,1,1,1
572,5,1,-5,-5,-5,-5,-5,-5,-5,4,4,-5,-5
573,1,1,1,1,1,1,1,1,1,1,-5,1,1
574,5,1,1,2,5,5,-5,5,1,2,-5,4,1
575,1,1,5,7,5,1,3,1,1,1,1,2,1
576,5,5,5,5,5,5,5,1,1,1,1,1,1
577,5,5,1,1,1,1,1,1,1,2,1,1,1
578,1,3,1,5,5,5,1,1,1,1,1,1,3
579,5,1,1,1,1,1,1,1,-5,-5,-5,4,4
580,1,1,3,3,1,2,1,1,-5,-5,-5,-5,1
581,1,1,1,1,1,1,1,1,1,1,1,1,1
582,5,1,1,1,1,1,1,1,1,1,1,1,1
583,1,1,1,1,1,1,1,1,1,1,1,1,1
584,1,1,1,1,3,1,1,1,1,1,1,1,1
585,5,3,3,1,7,4,4,4,3,1,1,4,1
586,2,3,7,1,5,3,7,1,1,1,1,7,1
587,2,3,3,3,7,3,1,1,3,1,1,1,1
588,6,4,1,7,5,4,4,7,7,7,7,7,4
589,6,5,5,7,4,4,4,7,4,4,4,6,4
590,6,4,3,3,3,4,1,4,3,4,4,4,4
591,8,3,3,5,5,7,1,1,3,1,1,1,1
592,1,3,2,3,3,1,1,1,1,1,2,1,1
593,8,1,1,7,3,1,3,4,-5,-5,-5,2,3
594,3,5,3,1,5,8,8,8,1,1,1,7,1
595,3,1,3,1,1,1,1,1,2,2,1,1,1
596,3,5,5,5,3,1,1,5,5,5,1,1,3
597,3,1,1,1,1,3,1,-5,3,3,1,3,-5
598,7,5,5,1,1,1,1,1,2,4,4,3,2
599,3,3,1,1,1,1,1,5,3,1,1,1,1
600,1,1,1,5,1,1,1,3,1,1,1,1,1
601,5,1,1,5,5,5,5,1,5,5,2,1,1
602,1,7,-5,7,1,1,1,1,-5,-5,-5,-5,-5
603,5,1,1,7,6,-5,-5,-5,-5,-5,-5,-5,-5
604,5,3,1,1,1,1,1,3,5,5,1,1,1
605,1,2,1,5,1,1,1,1,1,1,1,1,1
606,1,2,1,1,1,5,1,1,1,1,1,1,1
607,1,1,-5,1,1,-5,-5,-5,-5,-5,-5,-5,1
608,5,1,1,1,1,1,1,1,7,4,1,1,4
609,5,1,1,1,1,5,5,1,1,-5,-5,-5,-5
610,1,5,1,3,1,1,1,1,1,1,1,1,1
611,6,1,1,1,1,1,1,1,1,1,1,1,1
612,6,1,1,-5,-5,3,1,1,1,1,1,1,1
613,1,1,1,3,1,1,1,1,1,1,1,1,1
614,8,7,1,1,4,1,1,1,1,1,4,5,4
615,5,1,1,3,5,4,4,4,2,1,1,4,4
616,1,5,1,1,1,3,1,1,1,3,1,1,1
617,6,3,1,1,-5,-5,-5,-5,-5,-5,-5,-5,-5
618,5,1,1,5,5,5,5,5,1,1,1,-5,-5
619,5,1,4,4,3,4,4,1,2,4,1,4,1
620,3,2,1,1,1,1,1,1,1,7,1,1,1
621,7,3,3,4,3,7,1,1,1,7,4,4,4
622,7,5,5,5,5,5,5,1,1,1,1,1,3
623,7,5,4,7,4,4,4,4,4,4,4,4,4
624,3,5,1,1,1,1,2,1,1,1,1,1,1
625,3,1,1,1,1,1,1,1,1,1,1,1,1
626,5,4,1,1,1,1,1,1,1,1,1,1,1
627,5,1,1,1,1,1,1,1,1,-5,-5,4,4
628,3,5,5,1,1,1,5,1,1,1,1,1,1
629,1,1,6,7,1,1,1,1,1,1,1,1,1
630,1,1,3,3,1,1,1,1,1,1,1,1,1
631,1,1,1,3,1,1,1,1,1,2,1,1,1
632,5,1,4,4,3,4,4,1,1,4,1,5,7
633,1,1,1,1,1,1,-5,-5,-5,-5,1,2,-5
634,5,1,1,1,1,1,-5,-5,-5,-5,4,4,-5
635,5,1,4,4,4,4,4,4,4,4,4,4,4
636,5,1,2,2,1,2,1,1,1,1,1,1,1
637,1,5,5,5,5,1,1,1,1,1,2,1,1
638,1,5,1,1,1,1,1,1,1,1,1,1,1
639,1,1,1,1,1,1,1,1,1,1,1,1,1
640,5,1,1,3,1,1,1,2,1,1,1,1,1
641,1,5,3,3,3,1,1,3,1,3,1,1,1
642,5,1,1,1,1,3,1,3,1,1,1,4,3
643,5,1,1,1,5,1,1,1,1,1,1,1,4
644,1,1,1,1,1,1,1,1,5,5,5,1,-5
645,1,5,5,5,5,1,3,1,1,1,1,1,1
646,5,6,5,5,5,7,4,1,1,1,-5,-5,-5
